Molecule_Name,OCNT_ID,pEC50
OADMET-0001973,OCNT-1965923,5.19
OADMET-0001972,OCNT-1965922,1.81
OADMET-0001971,OCNT-1965919,2.84
OADMET-0001970,OCNT-1965916,2.22
OADMET-0001969,OCNT-1965915,4.27
OADMET-0001968,OCNT-1965912,4.48
OADMET-0001967,OCNT-1965910,2.18
OADMET-0001966,OCNT-1965908,4.59
OADMET-0001965,OCNT-1965907,2.08
OADMET-0001964,OCNT-1965906,4.71
OADMET-0001963,OCNT-1965902,4.39
OADMET-0001962,OCNT-1965898,1.84
OADMET-0001961,OCNT-1965895,3.92
OADMET-0001960,OCNT-1965894,4.84
OADMET-0001958,OCNT-1965887,1.91
OADMET-0001957,OCNT-1965886,1.89
OADMET-0001956,OCNT-1965884,1.86
OADMET-0001955,OCNT-1965881,4.57
OADMET-0001954,OCNT-1893999,2.28
OADMET-0001953,OCNT-1893998,4.07
OADMET-0001951,OCNT-1755362,5.95
OADMET-0001950,OCNT-1755361,5.66
OADMET-0001949,OCNT-1755348,3.47
OADMET-0001948,OCNT-1755347,4.48
OADMET-0001947,OCNT-1755344,3.6
OADMET-0001946,OCNT-0498030,4.64
OADMET-0001945,OCNT-0494044,1.81
OADMET-0001944,OCNT-0476618,3.13
OADMET-0001943,OCNT-0022009,5.52
OADMET-0001942,OCNT-1966017,2.82
OADMET-0001941,OCNT-1966011,3.0
OADMET-0001940,OCNT-1965883,2.27
OADMET-0001938,OCNT-1966037,2.19
OADMET-0001937,OCNT-1966019,5.25
OADMET-0001936,OCNT-1966002,2.93
OADMET-0001935,OCNT-1965971,4.99
OADMET-0001934,OCNT-1965941,5.29
OADMET-0001933,OCNT-1965933,3.63
OADMET-0001932,OCNT-1965921,5.37
OADMET-0001931,OCNT-1965897,1.97
OADMET-0001930,OCNT-1965889,3.63
OADMET-0001928,OCNT-1894001,5.62
OADMET-0001927,OCNT-1966043,3.89
OADMET-0001926,OCNT-1966025,5.23
OADMET-0001925,OCNT-1965982,4.82
OADMET-0001924,OCNT-1965911,3.9
OADMET-0001923,OCNT-1965905,3.4
OADMET-0001922,OCNT-1965899,4.98
OADMET-0001921,OCNT-1965888,1.84
OADMET-0001920,OCNT-1965882,1.78
OADMET-0001919,OCNT-1965879,1.88
OADMET-0001918,OCNT-1965914,4.73
OADMET-0001917,OCNT-1965920,4.16
OADMET-0001916,OCNT-1894003,4.95
OADMET-0001914,OCNT-1965942,3.88
OADMET-0001913,OCNT-1965901,4.875
OADMET-0001912,OCNT-1965885,3.0
OADMET-0001911,OCNT-1755349,4.18
OADMET-0001910,OCNT-0494195,2.42
OADMET-0001909,OCNT-0494047,2.415
OADMET-0001908,OCNT-0483906,4.05
OADMET-0001906,OCNT-0497932,4.25
OADMET-0001905,OCNT-1966047,2.97
OADMET-0001904,OCNT-1966042,4.84
OADMET-0001903,OCNT-1966039,5.16
OADMET-0001902,OCNT-1966038,4.7
OADMET-0001901,OCNT-1966030,4.06
OADMET-0001900,OCNT-1966021,4.81
OADMET-0001899,OCNT-1966015,4.95
OADMET-0001898,OCNT-1966014,5.13
OADMET-0001897,OCNT-1966009,3.48
OADMET-0001895,OCNT-1965999,3.94
OADMET-0001894,OCNT-1965989,5.1
OADMET-0001893,OCNT-1965986,1.94
OADMET-0001892,OCNT-1965985,4.45
OADMET-0001890,OCNT-1965978,3.37
OADMET-0001888,OCNT-1965968,4.13
OADMET-0001887,OCNT-1965964,4.13
OADMET-0001885,OCNT-1965958,3.1
OADMET-0001884,OCNT-1965957,4.2
OADMET-0001883,OCNT-1965955,4.75
OADMET-0001882,OCNT-1965953,1.81
OADMET-0001881,OCNT-1965952,4.6
OADMET-0001880,OCNT-1965951,3.86
OADMET-0001879,OCNT-1965948,3.53
OADMET-0001878,OCNT-1965947,4.83
OADMET-0001877,OCNT-1965943,4.88
OADMET-0001876,OCNT-1965939,3.1
OADMET-0001875,OCNT-1965938,1.9
OADMET-0001874,OCNT-1965936,4.77
OADMET-0001872,OCNT-1965918,3.92
OADMET-0001871,OCNT-1965917,4.38
OADMET-0001870,OCNT-1965913,4.12
OADMET-0001869,OCNT-1965909,2.54
OADMET-0001868,OCNT-1965904,2.84
OADMET-0001867,OCNT-1965903,3.55
OADMET-0001866,OCNT-1965896,4.54
OADMET-0001865,OCNT-1965892,2.81
OADMET-0001864,OCNT-1965891,3.49
OADMET-0001863,OCNT-1965890,5.06
OADMET-0001862,OCNT-1893990,3.27
OADMET-0001861,OCNT-1755350,2.01
OADMET-0001859,OCNT-0496318,2.82
OADMET-0001858,OCNT-0494012,1.9
OADMET-0001857,OCNT-0476586,4.0
OADMET-0001828,OCNT-1309392,4.3
OADMET-0001827,OCNT-1309361,3.62
OADMET-0001826,OCNT-1309346,3.42
OADMET-0001825,OCNT-1309300,1.62
OADMET-0001824,OCNT-1309284,2.56
OADMET-0001823,OCNT-1309268,5.23
OADMET-0001822,OCNT-1309236,4.04
OADMET-0001821,OCNT-1309194,4.17
OADMET-0001820,OCNT-1309180,4.45
OADMET-0001819,OCNT-1309164,3.8
OADMET-0001818,OCNT-1309151,4.05
OADMET-0001817,OCNT-1308156,3.77
OADMET-0001816,OCNT-1308155,3.99
OADMET-0001815,OCNT-1308153,2.81
OADMET-0001814,OCNT-1308144,3.36
OADMET-0001813,OCNT-1308138,4.07
OADMET-0001812,OCNT-1308126,3.33
OADMET-0001811,OCNT-1308125,1.7
OADMET-0001810,OCNT-1308120,4.7
OADMET-0001809,OCNT-1308102,4.33
OADMET-0001808,OCNT-1308078,4.16
OADMET-0001807,OCNT-1308075,4.63
OADMET-0001806,OCNT-1308073,1.68
OADMET-0001805,OCNT-1308069,4.64
OADMET-0001804,OCNT-1308063,4.22
OADMET-0001803,OCNT-1308054,4.17
OADMET-0001802,OCNT-1308047,3.5
OADMET-0001801,OCNT-1308042,1.75
OADMET-0001800,OCNT-1308041,4.53
OADMET-0001799,OCNT-1308038,5.22
OADMET-0001798,OCNT-1308036,5.25
OADMET-0001797,OCNT-1308019,3.59
OADMET-0001796,OCNT-1308014,4.1
OADMET-0001795,OCNT-1308009,3.81
OADMET-0001794,OCNT-1308006,5.37
OADMET-0001793,OCNT-1308002,5.21
OADMET-0001792,OCNT-1307999,2.25
OADMET-0001791,OCNT-1307995,1.91
OADMET-0001790,OCNT-1307994,2.57
OADMET-0001789,OCNT-1307983,1.73
OADMET-0001788,OCNT-1307966,4.67
OADMET-0001787,OCNT-1307964,3.96
OADMET-0001786,OCNT-1307961,4.06
OADMET-0001785,OCNT-1307945,4.09
OADMET-0001784,OCNT-1307944,3.37
OADMET-0001783,OCNT-1307940,3.99
OADMET-0001782,OCNT-1307932,2.35
OADMET-0001781,OCNT-1307920,2.37
OADMET-0001780,OCNT-1307918,2.98
OADMET-0001779,OCNT-1307916,3.76
OADMET-0001778,OCNT-1307912,2.28
OADMET-0001777,OCNT-1307908,4.13
OADMET-0001776,OCNT-1307900,3.98
OADMET-0001775,OCNT-1307897,3.43
OADMET-0001774,OCNT-1307890,4.45
OADMET-0001773,OCNT-1307884,5.81
OADMET-0001772,OCNT-1307871,2.82
OADMET-0001771,OCNT-1307868,3.87
OADMET-0001770,OCNT-1307861,1.94
OADMET-0001769,OCNT-1307860,3.52
OADMET-0001768,OCNT-1307858,4.19
OADMET-0001767,OCNT-1307857,5.25
OADMET-0001766,OCNT-1307844,4.28
OADMET-0001765,OCNT-1307836,3.9
OADMET-0001764,OCNT-1307832,3.76
OADMET-0001763,OCNT-1307830,1.88
OADMET-0001762,OCNT-1307819,4.26
OADMET-0001761,OCNT-1307816,4.1
OADMET-0001760,OCNT-1307814,3.47
OADMET-0001759,OCNT-1307812,3.4
OADMET-0001758,OCNT-1307808,1.71
OADMET-0001757,OCNT-1307803,3.25
OADMET-0001756,OCNT-1307788,2.94
OADMET-0001755,OCNT-1307787,6.37
OADMET-0001754,OCNT-1307785,3.04
OADMET-0001753,OCNT-1307780,4.63
OADMET-0001752,OCNT-1307777,3.33
OADMET-0001751,OCNT-1307772,4.62
OADMET-0001750,OCNT-1307771,3.27
OADMET-0001749,OCNT-1307764,1.65
OADMET-0001748,OCNT-1307761,4.89
OADMET-0001747,OCNT-1307758,3.91
OADMET-0001746,OCNT-1307755,2.6
OADMET-0001745,OCNT-1307751,3.87
OADMET-0001744,OCNT-1307745,2.14
OADMET-0001743,OCNT-1307743,4.11
OADMET-0001742,OCNT-1307740,2.94
OADMET-0001741,OCNT-1307736,2.45
OADMET-0001740,OCNT-1307735,2.82
OADMET-0001739,OCNT-1307732,3.59
OADMET-0001738,OCNT-1307716,5.09
OADMET-0001737,OCNT-1307708,3.99
OADMET-0001736,OCNT-1307705,3.05
OADMET-0001735,OCNT-1307695,4.27
OADMET-0001734,OCNT-1307684,4.53
OADMET-0001733,OCNT-1307682,3.44
OADMET-0001732,OCNT-1307679,4.38
OADMET-0001731,OCNT-1307676,2.75
OADMET-0001730,OCNT-1307665,3.26
OADMET-0001729,OCNT-1307655,3.67
OADMET-0001727,OCNT-1307637,2.54
OADMET-0001726,OCNT-1307633,3.35
OADMET-0001725,OCNT-1307627,2.55
OADMET-0001724,OCNT-1307625,4.6
OADMET-0001723,OCNT-1307619,4.07
OADMET-0001722,OCNT-1307617,3.87
OADMET-0001721,OCNT-1307605,3.91
OADMET-0001720,OCNT-1307600,3.44
OADMET-0001719,OCNT-1307590,1.67
OADMET-0001718,OCNT-1307589,4.08
OADMET-0001717,OCNT-1307581,3.36
OADMET-0001716,OCNT-1307577,4.04
OADMET-0001715,OCNT-1307574,3.41
OADMET-0001714,OCNT-1307571,1.72
OADMET-0001713,OCNT-1307570,3.49
OADMET-0001712,OCNT-1307550,2.66
OADMET-0001711,OCNT-1263950,1.62
OADMET-0001710,OCNT-1263925,4.45
OADMET-0001709,OCNT-1263896,4.56
OADMET-0001708,OCNT-1263884,2.43
OADMET-0001707,OCNT-1263864,2.81
OADMET-0001695,OCNT-1309390,4.44
OADMET-0001694,OCNT-1309378,3.67
OADMET-0001693,OCNT-1309358,4.52
OADMET-0001692,OCNT-1309345,1.89
OADMET-0001691,OCNT-1309333,3.47
OADMET-0001690,OCNT-1309332,3.91
OADMET-0001689,OCNT-1309313,3.28
OADMET-0001688,OCNT-1309285,3.48
OADMET-0001687,OCNT-1309269,4.18
OADMET-0001686,OCNT-1309266,4.5
OADMET-0001685,OCNT-1309254,2.27
OADMET-0001684,OCNT-1309250,3.91
OADMET-0001683,OCNT-1309238,4.58
OADMET-0001682,OCNT-1309237,4.63
OADMET-0001681,OCNT-1309234,4.09
OADMET-0001680,OCNT-1309208,4.31
OADMET-0001679,OCNT-1309207,5.43
OADMET-0001678,OCNT-1309162,2.37
OADMET-0001677,OCNT-1309138,2.97
OADMET-0001676,OCNT-1309123,3.94
OADMET-0001675,OCNT-1309120,3.46
OADMET-0001674,OCNT-1308161,3.81
OADMET-0001673,OCNT-1308145,2.73
OADMET-0001672,OCNT-1308136,3.35
OADMET-0001671,OCNT-1308130,3.66
OADMET-0001670,OCNT-1308124,4.5
OADMET-0001669,OCNT-1308106,3.72
OADMET-0001668,OCNT-1308103,3.49
OADMET-0001667,OCNT-1308101,4.56
OADMET-0001666,OCNT-1308098,1.76
OADMET-0001665,OCNT-1308096,2.36
OADMET-0001664,OCNT-1308092,3.43
OADMET-0001663,OCNT-1308088,1.89
OADMET-0001662,OCNT-1308087,3.14
OADMET-0001661,OCNT-1308077,4.26
OADMET-0001660,OCNT-1308061,3.33
OADMET-0001659,OCNT-1308060,1.7
OADMET-0001658,OCNT-1308048,2.2
OADMET-0001657,OCNT-1308027,1.66
OADMET-0001656,OCNT-1308024,2.5
OADMET-0001655,OCNT-1308021,4.11
OADMET-0001654,OCNT-1308016,3.66
OADMET-0001653,OCNT-1308008,1.88
OADMET-0001652,OCNT-1308007,3.09
OADMET-0001651,OCNT-1308005,4.37
OADMET-0001650,OCNT-1307991,2.86
OADMET-0001649,OCNT-1307977,3.95
OADMET-0001648,OCNT-1307975,2.64
OADMET-0001647,OCNT-1307974,3.33
OADMET-0001646,OCNT-1307972,4.22
OADMET-0001645,OCNT-1307971,4.45
OADMET-0001644,OCNT-1307967,2.51
OADMET-0001643,OCNT-1307965,4.1
OADMET-0001642,OCNT-1307960,4.24
OADMET-0001641,OCNT-1307959,3.27
OADMET-0001640,OCNT-1307952,2.23
OADMET-0001639,OCNT-1307943,2.58
OADMET-0001638,OCNT-1307939,2.28
OADMET-0001637,OCNT-1307936,3.62
OADMET-0001636,OCNT-1307931,3.15
OADMET-0001635,OCNT-1307927,3.63
OADMET-0001634,OCNT-1307923,4.83
OADMET-0001633,OCNT-1307922,4.18
OADMET-0001632,OCNT-1307919,2.45
OADMET-0001631,OCNT-1307917,4.35
OADMET-0001630,OCNT-1307907,5.82
OADMET-0001629,OCNT-1307898,3.27
OADMET-0001628,OCNT-1307880,3.48
OADMET-0001627,OCNT-1307869,4.67
OADMET-0001626,OCNT-1307850,2.86
OADMET-0001625,OCNT-1307845,2.97
OADMET-0001624,OCNT-1307834,4.33
OADMET-0001623,OCNT-1307833,4.87
OADMET-0001622,OCNT-1307829,4.2
OADMET-0001621,OCNT-1307826,4.65
OADMET-0001620,OCNT-1307820,3.85
OADMET-0001619,OCNT-1307815,5.05
OADMET-0001618,OCNT-1307810,4.88
OADMET-0001617,OCNT-1307809,3.92
OADMET-0001616,OCNT-1307807,4.34
OADMET-0001615,OCNT-1307805,2.79
OADMET-0001614,OCNT-1307797,3.88
OADMET-0001613,OCNT-1307790,4.08
OADMET-0001612,OCNT-1307789,3.53
OADMET-0001611,OCNT-1307778,4.25
OADMET-0001610,OCNT-1307774,5.01
OADMET-0001609,OCNT-1307773,4.31
OADMET-0001608,OCNT-1307768,3.98
OADMET-0001607,OCNT-1307760,2.28
OADMET-0001606,OCNT-1307754,3.99
OADMET-0001605,OCNT-1307750,4.21
OADMET-0001604,OCNT-1307749,2.68
OADMET-0001602,OCNT-1307744,1.77
OADMET-0001601,OCNT-1307733,3.52
OADMET-0001600,OCNT-1307710,1.96
OADMET-0001599,OCNT-1307694,4.29
OADMET-0001598,OCNT-1307693,3.71
OADMET-0001597,OCNT-1307688,4.5
OADMET-0001596,OCNT-1307686,2.23
OADMET-0001595,OCNT-1307683,1.8
OADMET-0001594,OCNT-1307680,1.7
OADMET-0001593,OCNT-1307669,4.84
OADMET-0001592,OCNT-1307667,2.44
OADMET-0001591,OCNT-1307664,3.5
OADMET-0001590,OCNT-1307656,2.88
OADMET-0001589,OCNT-1307650,3.04
OADMET-0001588,OCNT-1307648,4.34
OADMET-0001587,OCNT-1307645,5.09
OADMET-0001586,OCNT-1307643,2.57
OADMET-0001585,OCNT-1307639,2.25
OADMET-0001584,OCNT-1307636,5.28
OADMET-0001583,OCNT-1307631,5.28
OADMET-0001582,OCNT-1307630,3.01
OADMET-0001581,OCNT-1307628,5.01
OADMET-0001580,OCNT-1307624,5.26
OADMET-0001579,OCNT-1307623,2.77
OADMET-0001578,OCNT-1307608,3.58
OADMET-0001577,OCNT-1307607,3.83
OADMET-0001576,OCNT-1307604,2.7
OADMET-0001575,OCNT-1307594,2.48
OADMET-0001574,OCNT-1307579,4.01
OADMET-0001573,OCNT-1307576,2.61
OADMET-0001572,OCNT-1307569,2.37
OADMET-0001571,OCNT-1307559,4.35
OADMET-0001570,OCNT-1307556,4.63
OADMET-0001569,OCNT-1263901,4.28
OADMET-0001568,OCNT-1263890,2.55
OADMET-0001567,OCNT-1263886,1.85
OADMET-0001566,OCNT-1263879,4.66
OADMET-0001565,OCNT-1263860,3.07
OADMET-0001564,OCNT-1133933,2.92
OADMET-0001563,OCNT-1309163,3.97
OADMET-0001562,OCNT-1308070,4.52
OADMET-0001561,OCNT-1308026,3.95
OADMET-0001558,OCNT-1307852,3.69
OADMET-0001557,OCNT-1307841,4.81
OADMET-0001556,OCNT-1307796,3.58
OADMET-0001555,OCNT-1307717,3.25
OADMET-0001554,OCNT-1307706,2.02
OADMET-0001553,OCNT-1307704,2.96
OADMET-0001552,OCNT-1307644,4.64
OADMET-0001551,OCNT-1309403,4.07
OADMET-0001550,OCNT-1309399,5.04
OADMET-0001549,OCNT-1309395,2.58
OADMET-0001548,OCNT-1309379,4.7
OADMET-0001547,OCNT-1309372,3.25
OADMET-0001545,OCNT-1309367,1.69
OADMET-0001544,OCNT-1309357,2.68
OADMET-0001543,OCNT-1309356,4.2
OADMET-0001542,OCNT-1309354,1.68
OADMET-0001540,OCNT-1309342,3.37
OADMET-0001539,OCNT-1309337,3.34
OADMET-0001538,OCNT-1309334,4.12
OADMET-0001537,OCNT-1309325,3.49
OADMET-0001536,OCNT-1309324,4.82
OADMET-0001535,OCNT-1309308,4.87
OADMET-0001533,OCNT-1309280,5.2
OADMET-0001532,OCNT-1309274,4.67
OADMET-0001531,OCNT-1309273,3.29
OADMET-0001530,OCNT-1309262,3.87
OADMET-0001529,OCNT-1309256,5.1
OADMET-0001528,OCNT-1309255,4.56
OADMET-0001527,OCNT-1309246,3.79
OADMET-0001526,OCNT-1309244,3.53
OADMET-0001525,OCNT-1309242,4.91
OADMET-0001524,OCNT-1309240,3.01
OADMET-0001522,OCNT-1309232,4.53
OADMET-0001520,OCNT-1309228,4.55
OADMET-0001519,OCNT-1309226,3.81
OADMET-0001518,OCNT-1309224,3.66
OADMET-0001517,OCNT-1309212,3.1
OADMET-0001516,OCNT-1309206,4.79
OADMET-0001514,OCNT-1309201,4.53
OADMET-0001513,OCNT-1309199,4.98
OADMET-0001512,OCNT-1309198,1.82
OADMET-0001511,OCNT-1309190,3.62
OADMET-0001510,OCNT-1309182,1.67
OADMET-0001509,OCNT-1309172,2.86
OADMET-0001508,OCNT-1309171,4.58
OADMET-0001507,OCNT-1309170,4.61
OADMET-0001506,OCNT-1309168,4.47
OADMET-0001505,OCNT-1309166,3.86
OADMET-0001504,OCNT-1309160,5.16
OADMET-0001503,OCNT-1309159,3.52
OADMET-0001502,OCNT-1309147,4.57
OADMET-0001501,OCNT-1309144,3.91
OADMET-0001500,OCNT-1309143,4.41
OADMET-0001499,OCNT-1309140,3.88
OADMET-0001498,OCNT-1309133,5.51
OADMET-0001497,OCNT-1309129,4.95
OADMET-0001496,OCNT-1309113,1.85
OADMET-0001495,OCNT-1309112,5.09
OADMET-0001494,OCNT-1309108,2.26
OADMET-0001493,OCNT-1263921,2.33
OADMET-0001492,OCNT-0479753,4.19
OADMET-0001491,OCNT-0479737,5.18
OADMET-0001490,OCNT-0479700,5.3
OADMET-0001489,OCNT-0479611,4.09
OADMET-0001488,OCNT-0479600,5.22
OADMET-0001487,OCNT-0479594,3.76
OADMET-0001486,OCNT-0479588,5.08
OADMET-0001485,OCNT-0479533,5.78
OADMET-0001484,OCNT-0479532,2.44
OADMET-0001482,OCNT-0479525,5.67
OADMET-0001481,OCNT-0479498,4.41
OADMET-0001480,OCNT-0479497,4.83
OADMET-0001479,OCNT-0479473,4.61
OADMET-0001478,OCNT-0474662,5.04
OADMET-0001477,OCNT-0474642,5.33
OADMET-0001476,OCNT-0474630,4.38
OADMET-0001474,OCNT-0474622,2.86
OADMET-0001473,OCNT-0474604,2.52
OADMET-0001472,OCNT-0474580,3.57
OADMET-0001471,OCNT-0474567,1.73
OADMET-0001470,OCNT-0474563,6.43
OADMET-0001469,OCNT-0474559,4.34
OADMET-0001468,OCNT-0474527,4.01
OADMET-0001467,OCNT-0474516,3.87
OADMET-0001466,OCNT-0474484,3.16
OADMET-0001465,OCNT-0474480,4.41
OADMET-0001464,OCNT-0474425,4.45
OADMET-0001463,OCNT-0474410,3.21
OADMET-0001462,OCNT-0474384,5.16
OADMET-0001461,OCNT-0474376,5.18
OADMET-0001460,OCNT-0474021,2.48
OADMET-0001459,OCNT-0474013,3.69
OADMET-0001458,OCNT-0474011,3.0
OADMET-0001457,OCNT-0473979,2.9
OADMET-0001456,OCNT-0473972,3.16
OADMET-0001454,OCNT-0473853,2.3
OADMET-0001453,OCNT-0473781,5.52
OADMET-0001452,OCNT-0473775,5.06
OADMET-0001451,OCNT-0473769,5.04
OADMET-0001450,OCNT-0473732,3.66
OADMET-0001449,OCNT-0473728,5.2
OADMET-0001448,OCNT-0470123,4.54
OADMET-0001447,OCNT-0470099,4.65
OADMET-0001446,OCNT-0470091,2.51
OADMET-0001445,OCNT-0470080,4.36
OADMET-0001444,OCNT-0470050,4.56
OADMET-0001442,OCNT-0469941,3.69
OADMET-0001441,OCNT-0468904,5.05
OADMET-0001440,OCNT-0468850,4.59
OADMET-0001439,OCNT-0468746,5.33
OADMET-0001438,OCNT-0468219,1.67
OADMET-0001437,OCNT-0468199,4.53
OADMET-0001436,OCNT-0468185,5.35
OADMET-0001435,OCNT-0468136,3.09
OADMET-0001434,OCNT-0467991,2.86
OADMET-0001433,OCNT-0467983,2.36
OADMET-0001432,OCNT-0467970,4.61
OADMET-0001431,OCNT-0467623,3.64
OADMET-0001430,OCNT-0467614,4.92
OADMET-0001429,OCNT-0467613,3.34
OADMET-0001427,OCNT-0467574,4.79
OADMET-0001426,OCNT-0467537,4.87
OADMET-0001425,OCNT-0467536,5.15
OADMET-0001424,OCNT-0467529,4.98
OADMET-0001423,OCNT-0467471,1.88
OADMET-0001422,OCNT-0465704,4.77
OADMET-0001420,OCNT-0465611,5.19
OADMET-0001419,OCNT-0465606,3.61
OADMET-0001418,OCNT-0465594,4.24
OADMET-0001417,OCNT-0465589,3.38
OADMET-0001416,OCNT-0465533,4.71
OADMET-0001415,OCNT-0465513,3.83
OADMET-0001414,OCNT-0465510,4.86
OADMET-0001413,OCNT-0465500,3.4
OADMET-0001412,OCNT-0465498,4.11
OADMET-0001410,OCNT-0465487,4.8
OADMET-0001409,OCNT-0465483,4.1
OADMET-0001408,OCNT-0465481,5.27
OADMET-0001407,OCNT-0465470,3.2
OADMET-0001406,OCNT-0465455,5.86
OADMET-0001405,OCNT-0465449,5.8
OADMET-0001404,OCNT-0465439,4.09
OADMET-0001403,OCNT-0465436,4.05
OADMET-0001402,OCNT-0465405,4.39
OADMET-0001401,OCNT-0465279,3.49
OADMET-0001400,OCNT-0465272,4.99
OADMET-0001399,OCNT-0465214,5.01
OADMET-0001398,OCNT-0465192,1.66
OADMET-0001397,OCNT-0465190,4.38
OADMET-0001396,OCNT-0465178,5.48
OADMET-0001395,OCNT-0465112,5.48
OADMET-0001394,OCNT-0465088,4.74
OADMET-0001393,OCNT-0465080,3.04
OADMET-0001392,OCNT-0465057,2.85
OADMET-0001391,OCNT-0465053,4.33
OADMET-0001390,OCNT-0465045,1.75
OADMET-0001388,OCNT-0464827,6.14
OADMET-0001387,OCNT-0464784,1.63
OADMET-0001385,OCNT-0464740,4.75
OADMET-0001384,OCNT-0464699,1.71
OADMET-0001383,OCNT-0464697,3.93
OADMET-0001382,OCNT-0464677,4.76
OADMET-0001381,OCNT-0464645,4.44
OADMET-0001380,OCNT-0464643,2.42
OADMET-0001379,OCNT-0464637,4.88
OADMET-0001377,OCNT-0464516,3.19
OADMET-0001376,OCNT-0464495,3.92
OADMET-0001375,OCNT-0464429,3.39
OADMET-0001374,OCNT-0464348,5.25
OADMET-0001373,OCNT-0464340,4.38
OADMET-0001372,OCNT-0464322,3.41
OADMET-0001371,OCNT-0464298,5.14
OADMET-0001370,OCNT-0464250,5.26
OADMET-0001369,OCNT-0464209,4.26
OADMET-0001368,OCNT-0463763,5.6
OADMET-0001367,OCNT-0463748,5.43
OADMET-0001366,OCNT-0463540,5.2
OADMET-0001365,OCNT-0463489,4.8
OADMET-0001364,OCNT-0463357,5.09
OADMET-0001363,OCNT-0378198,3.57
OADMET-0001362,OCNT-0377938,3.53
OADMET-0001361,OCNT-0377158,3.55
OADMET-0001360,OCNT-0376912,3.02
OADMET-0001359,OCNT-0376650,4.38
OADMET-0001358,OCNT-0376565,3.43
OADMET-0001357,OCNT-0375421,3.38
OADMET-0001356,OCNT-0375312,3.94
OADMET-0001355,OCNT-0375255,3.78
OADMET-0001354,OCNT-0374388,3.62
OADMET-0001353,OCNT-0374232,3.24
OADMET-0001352,OCNT-0373489,2.61
OADMET-0001351,OCNT-0372805,4.55
OADMET-0001350,OCNT-0372402,3.7
OADMET-0001349,OCNT-0372174,3.36
OADMET-0001347,OCNT-0371048,4.64
OADMET-0001346,OCNT-0370945,4.38
OADMET-0001345,OCNT-0369247,3.28
OADMET-0001344,OCNT-0368916,4.08
OADMET-0001343,OCNT-0367254,3.71
OADMET-0001342,OCNT-0366919,1.81
OADMET-0001341,OCNT-0366909,3.44
OADMET-0001340,OCNT-0365240,3.16
OADMET-0001339,OCNT-0362890,2.05
OADMET-0001338,OCNT-0362590,4.87
OADMET-0001337,OCNT-0362218,4.99
OADMET-0001336,OCNT-0362112,4.96
OADMET-0001335,OCNT-0360888,4.74
OADMET-0001334,OCNT-0360655,3.49
OADMET-0001333,OCNT-0359962,3.73
OADMET-0001332,OCNT-0358700,4.69
OADMET-0001331,OCNT-0357754,3.09
OADMET-0001330,OCNT-0357686,4.56
OADMET-0001329,OCNT-0357535,3.05
OADMET-0001328,OCNT-0357229,3.67
OADMET-0001327,OCNT-0356335,1.91
OADMET-0001326,OCNT-0356133,4.8
OADMET-0001325,OCNT-0356045,3.98
OADMET-0001324,OCNT-0355235,3.39
OADMET-0001323,OCNT-0354553,3.58
OADMET-0001322,OCNT-0353296,2.55
OADMET-0001321,OCNT-0352186,2.59
OADMET-0001320,OCNT-0352157,2.51
OADMET-0001319,OCNT-0352034,3.69
OADMET-0001318,OCNT-0350985,4.66
OADMET-0001317,OCNT-0350820,3.25
OADMET-0001316,OCNT-0350342,2.36
OADMET-0001315,OCNT-0349704,4.46
OADMET-0001314,OCNT-0349685,3.43
OADMET-0001313,OCNT-0349439,3.53
OADMET-0001312,OCNT-0349171,3.53
OADMET-0001311,OCNT-0348209,3.81
OADMET-0001308,OCNT-0347139,3.23
OADMET-0001307,OCNT-0345418,3.03
OADMET-0001306,OCNT-0344821,3.56
OADMET-0001305,OCNT-0342017,3.17
OADMET-0001304,OCNT-0341641,2.56
OADMET-0001303,OCNT-0340864,4.15
OADMET-0001302,OCNT-0339702,3.94
OADMET-0001301,OCNT-0339385,4.68
OADMET-0001300,OCNT-0339047,3.18
OADMET-0001299,OCNT-0337872,4.92
OADMET-0001297,OCNT-0336270,2.6
OADMET-0001296,OCNT-0335793,2.71
OADMET-0001295,OCNT-0334633,4.6
OADMET-0001294,OCNT-0334443,2.34
OADMET-0001293,OCNT-0334434,4.19
OADMET-0001292,OCNT-0333718,3.68
OADMET-0001290,OCNT-0333459,3.41
OADMET-0001289,OCNT-0333247,4.21
OADMET-0001288,OCNT-0332999,2.76
OADMET-0001287,OCNT-0330669,2.5
OADMET-0001286,OCNT-0329689,2.39
OADMET-0001284,OCNT-0328553,3.35
OADMET-0001283,OCNT-0328190,4.0
OADMET-0001282,OCNT-0326829,2.37
OADMET-0001281,OCNT-0325501,2.28
OADMET-0001280,OCNT-0325292,3.14
OADMET-0001279,OCNT-0324298,4.83
OADMET-0001278,OCNT-0323456,2.56
OADMET-0001277,OCNT-0322533,1.61
OADMET-0001276,OCNT-0319218,4.6
OADMET-0001275,OCNT-0318222,3.8
OADMET-0001274,OCNT-0318148,3.68
OADMET-0001273,OCNT-0317501,3.39
OADMET-0001272,OCNT-0315593,2.95
OADMET-0001270,OCNT-0309090,4.39
OADMET-0001268,OCNT-0305340,2.43
OADMET-0001267,OCNT-0301678,3.29
OADMET-0001266,OCNT-0300486,2.79
OADMET-0001264,OCNT-0300167,2.91
OADMET-0001263,OCNT-0298540,4.5
OADMET-0001262,OCNT-0297915,3.18
OADMET-0001261,OCNT-0297614,3.15
OADMET-0001260,OCNT-0296707,3.37
OADMET-0001259,OCNT-0295739,2.88
